ID,Uid,age,sex,labor,repic_sid,best_weight,last_weight
731,732,26,女,重,94:972:106:930:683:752:449:46:871:652:206:348:114:836:819:918:913,10.0:14.0:91.0:59.0:9.0:9.0:343.0:149.0:299.0:82.0:298.0:202.0:21.0:32.0:28.0:40.0:10.0,10.0:25.0:90.0:15.0:10.0:12.0:298.0:150.0:300.0:25.0:83.0:406.0:10.0:43.0:10.0:10.0:40.0
732,733,19,女,轻,824:809:902:102:99:1022:923:669:691:112:113:219:22:31:560:661,10.0:10.0:77.0:54.0:45.0:40.0:39.0:10.0:45.0:10.0:15.0:300.0:82.0:66.0:250.0:10.0,10.0:32.0:82.0:48.0:51.0:39.0:40.0:10.0:10.0:10.0:15.0:299.0:76.0:72.0:247.0:10.0
733,734,19,男,中,484:870:810:884:114:909:113:635:444:106:203:366:680:714:6:953,197.0:264.0:9.0:35.0:42.0:50.0:41.0:9.0:56.0:181.0:68.0:337.0:117.0:29.0:68.0:53.0,131.0:62.0:23.0:239.0:11.0:50.0:10.0:14.0:219.0:101.0:102.0:373.0:41.0:10.0:150.0:70.0
734,735,25,女,轻,113:1031:749:95:112:276:935:667:476:531:106:89:884:880:22:632:817:909:908,10.0:65.0:48.0:52.0:10.0:401.0:10.0:17.0:226.0:41.0:47.0:72.0:278.0:21.0:77.0:15.0:10.0:24.0:26.0,10.0:65.0:47.0:52.0:10.0:352.0:10.0:17.0:226.0:41.0:48.0:79.0:270.0:28.0:72.0:15.0:10.0:24.0:26.0
735,736,43,男,中,668:248:873:667:25:929:870:500:635:946:112:1:464:911:811:821:104:102,98.0:300.0:190.0:9.0:11.0:10.0:109.0:291.0:57.0:59.0:9.0:138.0:59.0:50.0:9.0:9.0:46.0:55.0,45.0:407.0:284.0:9.0:10.0:50.0:17.0:10.0:19.0:10.0:16.0:141.0:341.0:50.0:9.0:9.0:90.0:9.0
736,737,21,女,重,649:104:112:18:152:32:912:891:900:457:459:929:250:668:841,10.0:101.0:10.0:58.0:15.0:91.0:50.0:202.0:91.0:82.0:147.0:40.0:300.0:9.0:30.0,10.0:101.0:10.0:67.0:15.0:84.0:50.0:55.0:242.0:209.0:49.0:39.0:411.0:10.0:41.0
737,738,27,女,中,11:870:1:878:555:919:623:1035:809:97:210:200:112:141:680,70.0:243.0:80.0:57.0:270.0:50.0:10.0:61.0:51.0:100.0:74.0:359.0:10.0:15.0:10.0,83.0:261.0:66.0:39.0:312.0:50.0:10.0:40.0:10.0:100.0:64.0:320.0:10.0:15.0:42.0
738,739,20,女,轻,925:95:908:698:521:823:444:996:822:880:879:940:22:226:276:163:113:622,40.0:100.0:10.0:10.0:10.0:20.0:340.0:35.0:25.0:106.0:88.0:10.0:131.0:96.0:293.0:15.0:10.0:10.0,40.0:101.0:10.0:10.0:10.0:20.0:340.0:35.0:25.0:100.0:94.0:10.0:141.0:96.0:293.0:15.0:10.0:10.0
739,740,40,女,重,338:957:620:149:872:923:667:705:937:908:94:95:178:896:447:460:15:861:830,404.0:38.0:10.0:15.0:282.0:12.0:46.0:9.0:10.0:37.0:11.0:91.0:10.0:16.0:137.0:202.0:150.0:9.0:9.0,405.0:38.0:10.0:15.0:290.0:10.0:45.0:10.0:10.0:40.0:10.0:91.0:10.0:10.0:210.0:85.0:148.0:10.0:10.0
740,741,33,女,重,661:112:229:737:877:690:919:458:478:48:625:966:934:175:111:863,9.0:9.0:298.0:10.0:85.0:10.0:40.0:302.0:48.0:148.0:9.0:65.0:10.0:9.0:100.0:55.0,9.0:9.0:284.0:49.0:96.0:16.0:40.0:268.0:82.0:149.0:9.0:10.0:65.0:9.0:101.0:10.0
741,742,24,男,重,32:936:97:13:858:95:481:864:641:643:921:763:680:885:871:329:187:131,138.0:69.0:17.0:50.0:47.0:46.0:297.0:9.0:245.0:123.0:40.0:9.0:45.0:202.0:97.0:98.0:379.0:52.0,140.0:40.0:9.0:10.0:45.0:94.0:297.0:10.0:9.0:16.0:50.0:10.0:10.0:270.0:31.0:98.0:379.0:9.0
742,743,33,男,中,101:558:473:908:924:869:888:894:621:630:950:975:7:713:671:169:120:208:185,149.0:256.0:93.0:40.0:10.0:9.0:257.0:43.0:130.0:9.0:19.0:55.0:101.0:64.0:36.0:9.0:9.0:28.0:365.0,100.0:256.0:93.0:40.0:10.0:10.0:293.0:10.0:9.0:9.0:19.0:54.0:151.0:54.0:10.0:9.0:9.0:28.0:365.0
743,744,35,男,重,451:668:667:521:19:95:96:638:631:214:238:923:912:826:113:156:939:941:890,88.0:10.0:23.0:175.0:150.0:90.0:10.0:9.0:9.0:218.0:223.0:10.0:40.0:29.0:9.0:9.0:14.0:41.0:243.0,210.0:12.0:12.0:124.0:151.0:49.0:50.0:9.0:9.0:165.0:223.0:10.0:33.0:17.0:9.0:9.0:21.0:19.0:300.0
744,745,43,男,中,917:889:445:444:63:10:137:185:931:950:810:672:95:622,40.0:300.0:9.0:340.0:23.0:128.0:10.0:399.0:10.0:62.0:12.0:55.0:101.0:25.0,40.0:299.0:10.0:340.0:22.0:128.0:10.0:399.0:10.0:62.0:12.0:55.0:100.0:25.0
745,746,33,女,轻,99:868:226:125:931:655:885:909:667:536:682:185:646:881:94:88:4,73.0:36.0:280.0:9.0:40.0:64.0:202.0:40.0:10.0:200.0:10.0:94.0:9.0:98.0:28.0:82.0:68.0,74.0:10.0:168.0:15.0:52.0:10.0:265.0:48.0:55.0:296.0:10.0:331.0:10.0:35.0:26.0:113.0:37.0
746,747,34,女,轻,185:8:894:74:120:632:468:715:521:961:94:809:870:135:96:826:928,388.0:66.0:77.0:82.0:13.0:9.0:183.0:17.0:110.0:40.0:90.0:10.0:222.0:12.0:10.0:29.0:48.0,388.0:70.0:76.0:81.0:13.0:10.0:183.0:17.0:110.0:39.0:91.0:10.0:224.0:12.0:11.0:29.0:48.0
747,748,22,男,轻,158:885:876:34:37:107:972:928:662:624:818:838:683:446:352:202,15.0:271.0:29.0:75.0:74.0:101.0:42.0:51.0:10.0:10.0:48.0:10.0:10.0:274.0:212.0:88.0,10.0:255.0:46.0:75.0:75.0:99.0:40.0:50.0:15.0:10.0:10.0:26.0:20.0:260.0:220.0:79.0
748,749,35,女,轻,939:953:94:867:95:822:607:521:901:885:670:682:216:300:922:646:639:114:13,18.0:29.0:93.0:10.0:10.0:45.0:170.0:45.0:12.0:288.0:10.0:10.0:51.0:331.0:50.0:9.0:9.0:15.0:147.0,41.0:10.0:90.0:10.0:10.0:10.0:212.0:10.0:28.0:271.0:10.0:22.0:38.0:262.0:39.0:15.0:10.0:10.0:150.0
749,750,36,男,重,116:889:94:119:444:334:621:185:870:809:947:15:763:912,253.0:290.0:100.0:14.0:324.0:122.0:9.0:308.0:11.0:10.0:52.0:150.0:63.0:81.0,104.0:291.0:100.0:9.0:350.0:122.0:9.0:308.0:10.0:10.0:52.0:151.0:63.0:50.0
750,751,30,女,轻,94:113:928:19:695:348:262:694:63:871:917:521:929:982:817:622,100.0:16.0:36.0:31.0:10.0:259.0:152.0:13.0:119.0:300.0:14.0:230.0:10.0:49.0:42.0:18.0,100.0:10.0:26.0:45.0:10.0:203.0:206.0:33.0:104.0:300.0:18.0:199.0:30.0:19.0:19.0:25.0
751,752,30,女,轻,622:833:864:106:94:17:929:943:112:113:444:450:904:740:916:186:211,15.0:16.0:10.0:55.0:43.0:149.0:58.0:10.0:10.0:10.0:170.0:180.0:95.0:45.0:38.0:262.0:69.0,10.0:10.0:15.0:45.0:56.0:148.0:22.0:18.0:10.0:10.0:150.0:162.0:251.0:15.0:31.0:296.0:33.0
752,753,21,男,重,930:837:207:646:105:821:870:95:886:628:908:668:911:128:136:7:61:455,53.0:9.0:350.0:9.0:9.0:24.0:134.0:91.0:165.0:9.0:10.0:191.0:40.0:9.0:9.0:71.0:78.0:310.0,63.0:10.0:388.0:9.0:92.0:10.0:91.0:9.0:208.0:9.0:10.0:55.0:40.0:9.0:9.0:10.0:140.0:351.0
753,754,41,男,轻,100:836:667:676:879:444:642:526:146:121:2:8:185:910:918:943,100.0:10.0:42.0:22.0:134.0:340.0:9.0:10.0:9.0:37.0:75.0:73.0:300.0:40.0:10.0:52.0,98.0:10.0:10.0:38.0:173.0:209.0:10.0:102.0:15.0:10.0:73.0:77.0:391.0:40.0:10.0:40.0
754,755,21,女,轻,94:653:910:685:909:192:285:30:893:46:877:818:809:972:548:451:136,100.0:13.0:34.0:16.0:10.0:266.0:121.0:60.0:155.0:88.0:75.0:12.0:12.0:40.0:59.0:205.0:15.0,100.0:13.0:10.0:10.0:32.0:64.0:314.0:55.0:120.0:93.0:105.0:17.0:31.0:59.0:68.0:196.0:12.0
755,756,30,女,重,311:627:456:853:95:961:1:444:6:809:871:899:689:116:174:910,441.0:9.0:35.0:10.0:101.0:40.0:118.0:241.0:33.0:10.0:96.0:203.0:55.0:28.0:9.0:40.0,400.0:10.0:320.0:9.0:100.0:40.0:139.0:30.0:9.0:28.0:122.0:178.0:26.0:15.0:10.0:40.0
756,757,40,女,中,2:186:903:197:949:929:179:165:921:923:843:465:444:668:751:102:649,101.0:228.0:125.0:107.0:91.0:9.0:10.0:15.0:10.0:40.0:29.0:267.0:82.0:9.0:10.0:135.0:10.0,149.0:267.0:299.0:57.0:10.0:52.0:10.0:10.0:10.0:34.0:10.0:124.0:77.0:10.0:49.0:101.0:10.0
757,758,44,女,中,943:26:71:935:120:118:635:494:95:284:683:881:908:819:834,10.0:85.0:66.0:61.0:44.0:12.0:21.0:329.0:101.0:378.0:9.0:300.0:50.0:9.0:71.0,29.0:35.0:115.0:41.0:10.0:10.0:15.0:291.0:100.0:300.0:10.0:300.0:50.0:10.0:55.0
758,759,36,女,重,671:908:871:1:620:178:95:128:832:468:500:94:1028:959:198,90.0:51.0:300.0:149.0:141.0:12.0:40.0:9.0:19.0:102.0:303.0:60.0:10.0:55.0:388.0,65.0:47.0:299.0:151.0:10.0:15.0:91.0:10.0:9.0:223.0:126.0:10.0:10.0:44.0:445.0
759,760,36,男,重,178:817:1026:989:871:825:117:873:684:694:9:10:94:95:920:915:628:648:192:209:448,9.0:10.0:46.0:29.0:53.0:10.0:63.0:287.0:15.0:39.0:117.0:33.0:11.0:89.0:10.0:40.0:204.0:9.0:90.0:345.0:350.0,9.0:10.0:65.0:10.0:71.0:10.0:9.0:229.0:45.0:10.0:61.0:89.0:9.0:90.0:40.0:10.0:9.0:9.0:37.0:464.0:278.0
760,761,23,男,轻,120:620:942:621:929:667:843:116:95:478:870:822:444:256:920:909:52:28,9.0:9.0:36.0:9.0:68.0:54.0:9.0:9.0:101.0:234.0:299.0:17.0:111.0:353.0:9.0:57.0:108.0:43.0,9.0:9.0:37.0:9.0:10.0:50.0:10.0:9.0:100.0:10.0:300.0:10.0:340.0:366.0:35.0:14.0:49.0:101.0
761,762,19,女,重,99:902:108:66:865:809:120:154:477:667:918:916:622:636:1029:276,89.0:206.0:11.0:148.0:13.0:13.0:9.0:9.0:270.0:15.0:40.0:10.0:9.0:9.0:59.0:432.0,19.0:300.0:82.0:146.0:23.0:23.0:9.0:9.0:279.0:10.0:30.0:10.0:9.0:8.0:41.0:300.0
762,763,23,男,重,661:940:820:301:939:521:622:83:103:844:1:113:112:923:915:695:882,81.0:93.0:9.0:391.0:9.0:272.0:9.0:130.0:101.0:155.0:21.0:9.0:40.0:74.0:9.0:9.0:300.0,9.0:10.0:10.0:367.0:54.0:326.0:9.0:120.0:102.0:56.0:30.0:9.0:9.0:40.0:10.0:10.0:300.0
763,764,40,女,轻,698:950:185:667:103:871:573:444:32:120:135:648:911:841:820,17.0:40.0:411.0:38.0:101.0:299.0:107.0:176.0:150.0:10.0:10.0:15.0:48.0:10.0:10.0,17.0:39.0:411.0:38.0:101.0:300.0:107.0:176.0:150.0:10.0:10.0:15.0:48.0:10.0:10.0
764,765,30,男,轻,909:645:667:672:843:120:164:943:523:97:187:345:41:891,42.0:12.0:10.0:11.0:20.0:10.0:10.0:40.0:240.0:121.0:137.0:163.0:127.0:154.0,40.0:10.0:10.0:15.0:15.0:10.0:15.0:40.0:199.0:100.0:381.0:87.0:150.0:190.0
765,766,30,男,轻,521:966:1031:866:444:852:669:94:902:908:909:646:203:169:29,244.0:9.0:70.0:21.0:10.0:9.0:10.0:100.0:162.0:34.0:10.0:12.0:343.0:13.0:149.0,10.0:49.0:10.0:21.0:327.0:10.0:9.0:125.0:296.0:10.0:34.0:12.0:299.0:13.0:124.0
766,767,39,女,重,276:106:919:120:685:895:870:178:791:624:809:824:947:52:75:450,497.0:101.0:42.0:23.0:10.0:173.0:127.0:28.0:10.0:9.0:34.0:21.0:45.0:41.0:110.0:319.0,443.0:100.0:42.0:10.0:10.0:153.0:149.0:15.0:10.0:10.0:34.0:21.0:40.0:53.0:95.0:319.0
767,768,35,女,轻,911:10:107:713:814:446:870:664:632:909:875:194:238:131:1009,10.0:150.0:100.0:43.0:10.0:285.0:9.0:9.0:9.0:40.0:304.0:119.0:239.0:19.0:57.0,10.0:150.0:100.0:40.0:10.0:285.0:10.0:10.0:10.0:40.0:290.0:119.0:239.0:15.0:56.0
768,769,41,女,轻,817:627:667:643:130:59:877:876:703:925:94:110:203:456:939,20.0:18.0:11.0:9.0:9.0:150.0:100.0:115.0:9.0:50.0:62.0:38.0:300.0:273.0:52.0,20.0:15.0:11.0:10.0:10.0:150.0:127.0:122.0:9.0:50.0:71.0:29.0:298.0:217.0:52.0
769,770,28,女,轻,870:919:106:920:94:683:626:654:62:38:120:516:998:834:201,300.0:10.0:117.0:40.0:10.0:25.0:9.0:9.0:52.0:72.0:64.0:278.0:57.0:49.0:356.0,300.0:14.0:88.0:36.0:12.0:10.0:10.0:10.0:48.0:102.0:15.0:279.0:40.0:61.0:299.0
770,771,27,女,中,912:810:875:870:118:155:809:710:203:192:640:503:969:109:11,50.0:19.0:223.0:77.0:9.0:125.0:25.0:29.0:364.0:49.0:29.0:221.0:65.0:146.0:101.0,50.0:24.0:292.0:9.0:10.0:10.0:10.0:36.0:222.0:170.0:15.0:350.0:40.0:100.0:149.0
771,772,44,女,轻,175:113:848:843:4:498:924:95:97:698:680:890:875:621:653:396:207:948:935,9.0:9.0:9.0:30.0:149.0:262.0:50.0:79.0:20.0:9.0:25.0:32.0:268.0:9.0:9.0:353.0:48.0:10.0:30.0,9.0:9.0:10.0:33.0:150.0:270.0:50.0:80.0:19.0:10.0:10.0:9.0:290.0:9.0:9.0:353.0:48.0:11.0:30.0
772,773,42,女,重,809:108:112:301:134:872:209:829:669:646:444:521:942:16:1:919,40.0:101.0:10.0:69.0:15.0:300.0:342.0:24.0:10.0:10.0:15.0:312.0:54.0:25.0:127.0:50.0,17.0:100.0:10.0:33.0:15.0:300.0:388.0:10.0:48.0:10.0:95.0:252.0:45.0:17.0:134.0:50.0
773,774,27,女,轻,113:677:667:881:870:824:818:628:662:185:310:108:2:928:908:450:565:978,9.0:45.0:10.0:117.0:182.0:10.0:10.0:83.0:9.0:166.0:303.0:101.0:149.0:76.0:75.0:279.0:10.0:59.0,10.0:10.0:45.0:286.0:13.0:10.0:10.0:10.0:15.0:95.0:302.0:100.0:150.0:10.0:40.0:341.0:9.0:39.0
774,775,37,男,中,644:63:937:887:809:908:450:106:1031:910:5:829:178:670:770:364:223,10.0:14.0:10.0:300.0:29.0:26.0:278.0:102.0:65.0:23.0:137.0:10.0:25.0:9.0:10.0:242.0:156.0,8.0:10.0:10.0:300.0:15.0:17.0:350.0:101.0:57.0:23.0:139.0:14.0:15.0:10.0:14.0:70.0:300.0
775,776,22,男,中,809:726:837:909:743:13:95:106:900:317:236:983:908:521:444:635:142,10.0:10.0:30.0:10.0:24.0:153.0:10.0:90.0:231.0:297.0:92.0:75.0:30.0:13.0:255.0:9.0:15.0,10.0:10.0:10.0:29.0:45.0:150.0:48.0:53.0:300.0:211.0:195.0:64.0:11.0:9.0:340.0:9.0:15.0
776,777,26,女,重,913:106:922:94:474:613:631:644:39:849:829:789:673:114:174:1001:185:897,10.0:86.0:40.0:15.0:10.0:338.0:9.0:9.0:150.0:10.0:10.0:33.0:10.0:40.0:22.0:84.0:310.0:296.0,23.0:94.0:26.0:9.0:340.0:10.0:9.0:9.0:150.0:23.0:10.0:15.0:22.0:9.0:9.0:40.0:433.0:300.0
777,778,35,女,轻,31:667:276:913:919:101:930:820:677:1:98:521:831:627:620:872:121,91.0:45.0:404.0:10.0:40.0:50.0:40.0:9.0:9.0:59.0:51.0:200.0:9.0:15.0:10.0:300.0:10.0,92.0:45.0:405.0:10.0:40.0:11.0:40.0:9.0:9.0:56.0:91.0:200.0:9.0:15.0:10.0:301.0:10.0
778,779,29,女,重,966:628:919:96:737:153:94:909:626:120:942:483:886:885:827:839:259:37,60.0:100.0:13.0:117.0:9.0:9.0:9.0:36.0:64.0:9.0:10.0:255.0:55.0:246.0:9.0:134.0:432.0:122.0,41.0:9.0:10.0:90.0:10.0:9.0:10.0:40.0:10.0:9.0:10.0:350.0:42.0:258.0:51.0:10.0:327.0:152.0
779,780,44,男,重,111:746:870:908:480:826:964:632:317:922:14:625:74:183,144.0:37.0:300.0:42.0:267.0:10.0:73.0:149.0:352.0:25.0:10.0:35.0:114.0:55.0,101.0:10.0:300.0:13.0:350.0:65.0:53.0:16.0:374.0:36.0:10.0:10.0:140.0:10.0
780,781,32,男,中,906:953:870:938:689:668:912:122:114:41:459:463:809:98:105:366:662:627,167.0:10.0:133.0:65.0:55.0:10.0:50.0:9.0:9.0:152.0:98.0:251.0:10.0:10.0:91.0:419.0:9.0:9.0,138.0:10.0:162.0:65.0:10.0:9.0:50.0:9.0:9.0:149.0:77.0:272.0:44.0:9.0:91.0:455.0:9.0:9.0
781,782,41,女,中,500:834:95:871:463:870:840:788:738:950:909:263:311:124:622:661:70,261.0:100.0:101.0:206.0:89.0:95.0:14.0:9.0:9.0:46.0:50.0:199.0:121.0:9.0:9.0:126.0:150.0,341.0:46.0:101.0:290.0:10.0:9.0:10.0:10.0:10.0:68.0:40.0:128.0:276.0:10.0:10.0:15.0:150.0
782,783,33,男,重,33:130:112:94:810:29:822:580:686:192:197:903:637:908:917:935,41.0:15.0:10.0:100.0:9.0:107.0:56.0:206.0:9.0:163.0:157.0:150.0:10.0:40.0:10.0:72.0,100.0:10.0:10.0:100.0:10.0:47.0:42.0:201.0:20.0:490.0:10.0:300.0:10.0:31.0:9.0:40.0
783,784,19,女,中,912:500:449:117:265:17:765:851:649:948:875:103,50.0:253.0:97.0:9.0:388.0:146.0:14.0:54.0:89.0:64.0:300.0:104.0,50.0:160.0:189.0:10.0:400.0:150.0:34.0:33.0:25.0:40.0:301.0:101.0
784,785,26,女,中,487:547:814:863:119:141:628:652:103:681:881:870:11:941:929:912:923:190,289.0:61.0:70.0:28.0:9.0:20.0:9.0:23.0:100.0:50.0:236.0:65.0:150.0:56.0:18.0:9.0:89.0:392.0,10.0:340.0:10.0:11.0:9.0:9.0:9.0:10.0:101.0:53.0:79.0:221.0:150.0:10.0:36.0:40.0:10.0:394.0
785,786,32,男,重,668:468:2:810:120:870:670:621:942:890:950:5:107:465:206:916,10.0:150.0:137.0:55.0:10.0:13.0:10.0:25.0:50.0:288.0:25.0:14.0:101.0:112.0:417.0:40.0,10.0:150.0:140.0:55.0:10.0:13.0:10.0:25.0:50.0:286.0:25.0:11.0:101.0:112.0:417.0:40.0
786,787,33,男,中,621:961:155:110:852:1:899:668:349:192:447:533:911:910,25.0:48.0:10.0:101.0:36.0:150.0:188.0:10.0:352.0:19.0:237.0:111.0:10.0:40.0,10.0:43.0:25.0:102.0:24.0:148.0:261.0:16.0:283.0:198.0:175.0:106.0:40.0:10.0
787,788,36,女,中,914:282:482:919:578:94:105:9:669:682:870:1061:640:662:861:113,9.0:385.0:276.0:49.0:67.0:11.0:90.0:151.0:9.0:27.0:300.0:45.0:31.0:9.0:67.0:28.0,40.0:378.0:10.0:10.0:340.0:9.0:91.0:149.0:15.0:26.0:300.0:40.0:10.0:10.0:32.0:15.0
788,789,32,男,重,207:683:98:215:694:94:898:847:150:116:928:571:455:948:953:664:27,202.0:52.0:137.0:216.0:10.0:10.0:202.0:10.0:10.0:15.0:45.0:340.0:10.0:60.0:10.0:10.0:104.0,273.0:10.0:9.0:128.0:55.0:90.0:300.0:10.0:10.0:10.0:45.0:228.0:67.0:58.0:10.0:9.0:148.0
789,790,43,男,重,26:685:908:945:809:812:917:702:642:456:578:95:880:230:188:148,150.0:21.0:27.0:66.0:28.0:10.0:14.0:10.0:14.0:323.0:27.0:101.0:299.0:131.0:275.0:12.0,149.0:10.0:40.0:40.0:26.0:10.0:9.0:28.0:10.0:261.0:88.0:100.0:300.0:207.0:222.0:25.0
790,791,20,男,重,191:914:94:479:10:947:455:839:653:9:838:96:652:871:772:143,412.0:150.0:10.0:322.0:125.0:170.0:27.0:39.0:129.0:123.0:84.0:77.0:12.0:300.0:9.0:9.0,400.0:51.0:9.0:10.0:140.0:45.0:341.0:10.0:10.0:9.0:10.0:90.0:10.0:301.0:55.0:15.0
791,792,44,男,轻,917:870:77:883:909:4:149:113:246:208:668:865:831:933:467:110:652,10.0:54.0:94.0:247.0:40.0:56.0:11.0:13.0:26.0:370.0:78.0:9.0:9.0:71.0:200.0:101.0:10.0,9.0:110.0:10.0:190.0:40.0:141.0:10.0:15.0:165.0:257.0:53.0:10.0:10.0:40.0:350.0:102.0:10.0
792,793,26,男,轻,810:819:161:978:944:655:642:108:30:888:33:908:915:887:447:680:697:190,10.0:10.0:15.0:10.0:49.0:10.0:10.0:101.0:26.0:196.0:124.0:25.0:23.0:104.0:221.0:22.0:10.0:401.0,10.0:10.0:15.0:10.0:51.0:10.0:10.0:100.0:21.0:223.0:130.0:17.0:23.0:77.0:236.0:10.0:45.0:500.0
793,794,33,男,轻,300:338:101:80:2:128:661:659:680:667:869:828:923:957:447:463:897,177.0:216.0:147.0:37.0:109.0:15.0:10.0:10.0:9.0:9.0:44.0:11.0:43.0:53.0:82.0:268.0:299.0,171.0:231.0:100.0:126.0:24.0:10.0:9.0:10.0:22.0:10.0:10.0:21.0:40.0:65.0:114.0:202.0:299.0
794,795,36,男,中,634:910:610:94:690:95:340:206:809:894:138:78:940,9.0:40.0:350.0:10.0:35.0:91.0:33.0:368.0:40.0:300.0:25.0:152.0:50.0,10.0:40.0:350.0:10.0:37.0:91.0:147.0:262.0:21.0:298.0:25.0:151.0:40.0
795,796,23,女,重,667:891:653:96:119:97:680:635:48:23:841:966:908:909:214:323:475,9.0:300.0:15.0:10.0:10.0:91.0:13.0:10.0:135.0:15.0:17.0:41.0:40.0:10.0:134.0:266.0:275.0,10.0:299.0:15.0:9.0:10.0:90.0:13.0:10.0:132.0:18.0:17.0:39.0:40.0:10.0:134.0:252.0:351.0
796,797,28,男,重,74:111:28:819:816:114:452:521:921:897:964:205:317:689:642,135.0:100.0:15.0:33.0:9.0:53.0:107.0:208.0:53.0:298.0:73.0:266.0:127.0:38.0:47.0,98.0:100.0:51.0:37.0:10.0:10.0:59.0:287.0:50.0:299.0:52.0:402.0:35.0:10.0:18.0
797,798,44,女,轻,703:96:660:3:1:888:876:911:913:254:246:815:810:173:146:444:951,12.0:99.0:10.0:71.0:77.0:191.0:99.0:10.0:40.0:278.0:93.0:38.0:10.0:10.0:15.0:200.0:50.0,12.0:98.0:10.0:72.0:77.0:190.0:101.0:10.0:40.0:278.0:93.0:38.0:10.0:10.0:15.0:200.0:50.0
798,799,25,男,中,669:62:928:190:574:914:705:907:874:104:810:836:954:976:633:183,10.0:149.0:10.0:428.0:307.0:33.0:45.0:151.0:149.0:100.0:10.0:10.0:28.0:27.0:10.0:25.0,10.0:150.0:28.0:300.0:268.0:22.0:38.0:152.0:150.0:100.0:10.0:10.0:20.0:19.0:10.0:18.0
799,800,36,男,中,185:908:992:810:86:198:918:118:898:119:879:627:103:673:471,335.0:29.0:57.0:49.0:117.0:164.0:21.0:10.0:51.0:15.0:246.0:10.0:120.0:10.0:200.0,371.0:40.0:40.0:29.0:127.0:50.0:10.0:10.0:150.0:15.0:149.0:10.0:122.0:11.0:200.0
800,801,32,女,轻,282:621:625:678:667:530:511:17:909:919:880:889:173:820:814:94:968:1045,401.0:15.0:10.0:9.0:10.0:51.0:239.0:148.0:40.0:10.0:98.0:136.0:10.0:25.0:10.0:100.0:10.0:65.0,401.0:15.0:10.0:10.0:10.0:51.0:239.0:149.0:40.0:10.0:111.0:126.0:10.0:25.0:10.0:100.0:10.0:65.0
801,802,22,男,中,95:929:930:196:810:112:113:889:105:448:884:909:623:4:787:668,66.0:10.0:59.0:432.0:10.0:17.0:9.0:152.0:35.0:284.0:148.0:72.0:24.0:151.0:10.0:49.0,91.0:10.0:36.0:453.0:10.0:10.0:10.0:132.0:10.0:284.0:166.0:48.0:11.0:151.0:10.0:55.0
802,803,27,男,重,908:587:904:870:452:1065:951:622:124:120:820:813:698:681:265:191:101:49,40.0:9.0:201.0:99.0:340.0:27.0:29.0:10.0:15.0:10.0:10.0:10.0:45.0:10.0:58.0:374.0:100.0:151.0,39.0:10.0:202.0:99.0:340.0:27.0:29.0:10.0:15.0:10.0:10.0:10.0:45.0:10.0:58.0:374.0:100.0:151.0
803,804,43,女,中,1:777:453:870:466:105:925:672:916:871:123:277:838:857:929:649,86.0:45.0:322.0:182.0:24.0:164.0:19.0:9.0:22.0:118.0:9.0:406.0:9.0:41.0:73.0:74.0,150.0:25.0:315.0:14.0:36.0:101.0:10.0:10.0:38.0:286.0:10.0:417.0:29.0:10.0:49.0:26.0
804,805,37,女,重,816:627:112:850:642:908:917:158:879:871:454:252:942:101:7:677,35.0:9.0:9.0:10.0:9.0:40.0:10.0:9.0:262.0:39.0:350.0:375.0:39.0:100.0:151.0:12.0,35.0:9.0:9.0:10.0:9.0:40.0:10.0:9.0:261.0:38.0:351.0:375.0:40.0:100.0:149.0:12.0
805,806,35,女,重,651:871:653:902:946:966:97:102:8:769:679:844:114:182:185:914:483:457,9.0:173.0:22.0:127.0:10.0:49.0:9.0:123.0:115.0:10.0:37.0:10.0:9.0:9.0:394.0:40.0:110.0:240.0,9.0:186.0:9.0:112.0:11.0:30.0:10.0:90.0:151.0:26.0:10.0:23.0:9.0:9.0:420.0:39.0:144.0:206.0
806,807,42,男,中,620:920:248:929:127:94:558:812:468:667:215:643:700:5:895,50.0:50.0:149.0:69.0:9.0:119.0:212.0:10.0:134.0:10.0:243.0:9.0:37.0:130.0:300.0,10.0:50.0:363.0:40.0:15.0:101.0:210.0:12.0:69.0:10.0:15.0:10.0:37.0:151.0:298.0
807,808,43,女,重,3:872:446:97:680:94:622:920:964:919:295:800:895:460:115:119:818,151.0:92.0:168.0:91.0:10.0:11.0:10.0:23.0:75.0:27.0:404.0:10.0:208.0:182.0:10.0:15.0:55.0,151.0:64.0:340.0:10.0:16.0:90.0:12.0:10.0:73.0:40.0:299.0:13.0:237.0:9.0:10.0:12.0:45.0
808,809,36,女,中,816:178:71:922:107:444:222:199:880:74:935:981:746:648,43.0:25.0:74.0:40.0:100.0:237.0:121.0:180.0:152.0:76.0:10.0:37.0:10.0:9.0,23.0:25.0:80.0:42.0:99.0:318.0:140.0:276.0:156.0:69.0:33.0:21.0:17.0:10.0
809,810,25,女,重,125:1057:878:835:31:955:534:908:350:277:928:115:654:679:676:99,15.0:10.0:202.0:27.0:149.0:54.0:320.0:40.0:57.0:373.0:10.0:10.0:10.0:9.0:38.0:100.0,15.0:34.0:227.0:30.0:138.0:24.0:297.0:33.0:179.0:265.0:14.0:10.0:10.0:10.0:10.0:100.0
